93.32765818,18.4,-0.6204
93.32765818,18.3,-0.6204
93.32765818,18.2,-0.6204
93.32765818,18.1,-0.6204
93.32765818,18,-0.6204
93.32765818,17.9,-0.6204
93.32765818,17.8,-0.6204
93.32765818,17.7,-0.6204
93.32765818,17.6,-0.6204
93.32765818,17.5,-0.6204
93.32765818,17.4,-0.6204
93.32765818,17.3,-0.6204
93.32765818,17.2,-0.6204
93.32765818,17.1,-0.6204
93.32765818,17,-0.6204
93.32765818,16.9,-0.6204
93.32765818,16.8,-0.6204
93.32765818,16.7,-0.6204
93.32765818,16.6,-0.6204
93.32765818,16.5,-0.6204
93.32765818,16.4,-0.6204
93.32765818,16.3,-0.6204
93.32765818,16.2,-0.6204
93.32765818,16.1,-0.6204
93.32765818,16,-0.6204
93.32765818,15.9,-0.6204
93.32765818,15.8,-0.6204
93.32765818,15.7,-0.6204
93.32765818,15.6,-0.6204
93.32765818,15.5,-0.6204
93.32765818,15.4,-0.6204
93.32765818,15.3,-0.6204
93.32765818,15.2,-0.6204
93.32765818,15.1,-0.6204
93.32765818,15,-0.6204
93.32765818,14.9,-0.6204
93.32765818,14.8,-0.6204
93.32765818,14.7,-0.6204
93.32765818,14.6,-0.6204
93.32765818,14.5,-0.6204
93.32765818,14.4,-0.6204
93.32765818,14.3,-0.6204
93.32765818,14.2,-0.6204
93.32765818,14.1,-0.6204
93.32765818,14,-0.6204
93.32765818,13.9,-0.6204
93.32765818,13.8,-0.6204
93.32765818,13.7,-0.6204
93.32765818,13.6,-0.6204
93.32765818,13.5,-0.6204
93.32765818,13.4,-0.6204
93.32765818,13.3,-0.6204
93.32765818,13.2,-0.6204
93.32765818,13.1,-0.6204
93.32765818,13,-0.6204
93.32765818,12.9,-0.6204
93.32765818,12.8,-0.6204
93.32765818,12.7,-0.6204
93.32765818,12.6,-0.6204
93.32765818,12.5,-0.6204
93.32765818,12.4,-0.6204
93.32765818,12.3,-0.6204
93.32765818,12.2,-0.6204
93.32765818,12.1,-0.6204
93.32765818,12,-0.6204
93.32765818,11.9,-0.6204
93.32765818,11.8,-0.6204
93.32765818,11.7,-0.6204
93.32765818,11.6,-0.6204
93.32765818,11.5,-0.6204
93.32765818,11.4,-0.6204
93.32765818,11.3,-0.6204
93.32765818,11.2,-0.6204
93.32765818,11.1,-0.6204
93.32765818,11,-0.6204
93.32765818,10.9,-0.6204
93.32765818,10.8,-0.6204
93.32765818,10.7,-0.6204
93.32765818,10.6,-0.6204
93.32765818,10.5,-0.6204
93.32765818,10.4,-0.6204
93.32765818,10.3,-0.6204
93.32765818,10.2,-0.6204
93.32765818,10.1,-0.6204
93.32765818,10,-0.6204
93.32765818,9.9,-0.6204
93.32765818,9.8,-0.6204
93.32765818,9.7,-0.6204
93.32765818,9.6,-0.6204
93.32765818,9.5,-0.6204
93.32765818,9.4,-0.6204
93.32765818,9.3,-0.6204
93.32765818,9.2,-0.6204
93.32765818,9.1,-0.6204
93.32765818,9,-0.6204
93.32765818,8.9,-0.6204
93.32765818,8.8,-0.6204
93.32765818,8.7,-0.6204
93.32765818,8.6,-0.6204
93.32765818,8.5,-0.6204
93.32765818,8.4,-0.6204
93.32765818,8.3,-0.6204
93.32765818,8.2,-0.6204
93.32765818,8.1,-0.6204
93.32765818,8,-0.6204
93.32765818,7.9,-0.6204
93.32765818,7.8,-0.6204
93.32765818,7.7,-0.6204
93.32765818,7.6,-0.6204
93.32765818,7.5,-0.6204
93.32765818,7.4,-0.6204
93.32765818,7.3,-0.6204
93.32765818,7.2,-0.6204
93.32765818,7.1,-0.6204
93.32765818,7,-0.6204
93.32765818,6.9,-0.6204
93.32765818,6.8,-0.6204
93.32765818,6.7,-0.6204
93.32765818,6.6,-0.6204
93.32765818,6.5,-0.6204
93.32765818,6.4,-0.6204
93.32765818,6.3,-0.6204
93.32765818,6.2,-0.6204
93.32765818,6.1,-0.6204
93.32765818,6,-0.6204
93.32765818,5.9,-0.6204
93.32765818,5.8,-0.6204
93.32765818,5.7,-0.6204
93.32765818,5.6,-0.6204
93.32765818,5.5,-0.6204
93.32765818,5.51,-0.6204
93.32765818,5.52,-0.6204
93.32765818,5.522,-0.6204
